username,created_at,favorite_count,retweet_count,reply_count,quote_count,lang,full_text,label,validasi_label,cleaning,case_folding,normalisasi,tokenize,stopword_removal,stemming_data
,Tue Nov 25 07:46:43 +0000 2025,0,0,0,0,in,1st cleanser : mw g2g fw : hadalabo shirojyun exfo : cosrx toner ungu toner : neutrogena serum / ampul : g2g moist : g2g ss : facetology,1,1,cleanser mw gg fw hadalabo shirojyun exfo cosrx toner ungu toner neutrogena serum ampul gg moist gg ss facetology,cleanser mw gg fw hadalabo shirojyun exfo cosrx toner ungu toner neutrogena serum ampul gg moist gg ss facetology,cleanser mau tidak fw hadalabo shirojyun exfo cosrx toner ungu toner neutrogena serum ampul tidak moist tidak ss facetology,"['cleanser', 'mau', 'tidak', 'fw', 'hadalabo', 'shirojyun', 'exfo', 'cosrx', 'toner', 'ungu', 'toner', 'neutrogena', 'serum', 'ampul', 'tidak', 'moist', 'tidak', 'ss', 'facetology']","['cleanser', 'tidak', 'fw', 'hadalabo', 'shirojyun', 'exfo', 'cosrx', 'toner', 'ungu', 'toner', 'neutrogena', 'serum', 'ampul', 'tidak', 'moist', 'tidak', 'ss', 'facetology']",cleanser tidak fw hadalabo shirojyun exfo cosrx toner ungu toner neutrogena serum ampul tidak moist tidak ss facetology
,Tue Nov 25 07:44:52 +0000 2025,0,0,0,0,in,@tanyakanrl cleansing oil skin 1004 qv gantle cleanser jarang exfo skrg enakan facial 2 minggu sekali toner exfo dari cosrx toner hydrating pake hatomugi ga pake serum klonpun pake dari avoskin yg marine collagen sm vit c sm retinol moist pake dari white lab yg biru ss azarine yg spf 45,1,1,cleansing oil skin qv gantle cleanser jarang exfo skrg enakan facial minggu sekali toner exfo dari cosrx toner hydrating pake hatomugi ga pake serum klonpun pake dari avoskin yg marine collagen sm vit c sm retinol moist pake dari white lab yg biru ss azarine yg spf,cleansing oil skin qv gantle cleanser jarang exfo skrg enakan facial minggu sekali toner exfo dari cosrx toner hydrating pake hatomugi ga pake serum klonpun pake dari avoskin yg marine collagen sm vit c sm retinol moist pake dari white lab yg biru ss azarine yg spf,cleansing oil skin qv gantle cleanser jarang exfo sekarang enakan facial minggu sekali toner exfo dari cosrx toner hydrating pakai hatomugi tidak pakai serum klonpun pakai dari avoskin yang marine collagen sama vit sih sama retinol moist pakai dari white lab yang biru ss azarine yang spf,"['cleansing', 'oil', 'skin', 'qv', 'gantle', 'cleanser', 'jarang', 'exfo', 'sekarang', 'enakan', 'facial', 'minggu', 'sekali', 'toner', 'exfo', 'dari', 'cosrx', 'toner', 'hydrating', 'pakai', 'hatomugi', 'tidak', 'pakai', 'serum', 'klonpun', 'pakai', 'dari', 'avoskin', 'yang', 'marine', 'collagen', 'sama', 'vit', 'sih', 'sama', 'retinol', 'moist', 'pakai', 'dari', 'white', 'lab', 'yang', 'biru', 'ss', 'azarine', 'yang', 'spf']","['cleansing', 'oil', 'skin', 'qv', 'gantle', 'cleanser', 'jarang', 'exfo', 'enakan', 'facial', 'minggu', 'toner', 'exfo', 'cosrx', 'toner', 'hydrating', 'pakai', 'hatomugi', 'tidak', 'pakai', 'serum', 'klonpun', 'pakai', 'avoskin', 'marine', 'collagen', 'vit', 'sih', 'retinol', 'moist', 'pakai', 'white', 'lab', 'biru', 'ss', 'azarine', 'spf']",cleansing oil skin qv gantle cleanser jarang exfo enak facial minggu toner exfo cosrx toner hydrating pakai hatomugi tidak pakai serum klon pakai avoskin marine collagen vit sih retinol moist pakai white lab biru ss azarine spf
,Tue Nov 25 07:40:26 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : garnier fw : kojiesan exfo : avoskin toner : skip serum / ampul : avoskin niacin vit c retinol moist : glamazing ss : amaterasun mask: sbm yg box apa aja bisa,1,1,cleanser garnier fw kojiesan exfo avoskin toner skip serum ampul avoskin niacin vit c retinol moist glamazing ss amaterasun mask sbm yg box apa aja bisa,cleanser garnier fw kojiesan exfo avoskin toner skip serum ampul avoskin niacin vit c retinol moist glamazing ss amaterasun mask sbm yg box apa aja bisa,cleanser garnier fw kojiesan exfo avoskin toner skip serum ampul avoskin niacin vit sih retinol moist glamazing ss amaterasun mask sbm yang box apa saja bisa,"['cleanser', 'garnier', 'fw', 'kojiesan', 'exfo', 'avoskin', 'toner', 'skip', 'serum', 'ampul', 'avoskin', 'niacin', 'vit', 'sih', 'retinol', 'moist', 'glamazing', 'ss', 'amaterasun', 'mask', 'sbm', 'yang', 'box', 'apa', 'saja', 'bisa']","['cleanser', 'garnier', 'fw', 'kojiesan', 'exfo', 'avoskin', 'toner', 'skip', 'serum', 'ampul', 'avoskin', 'niacin', 'vit', 'sih', 'retinol', 'moist', 'glamazing', 'ss', 'amaterasun', 'mask', 'sbm', 'box']",cleanser garnier fw kojiesan exfo avoskin toner skip serum ampul avoskin niacin vit sih retinol moist glamazing ss amaterasun mask sbm box
,Tue Nov 25 07:39:27 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : viva yg green tea fw : hadalabo yg putih apatu namanya toner : somebyme yg ijo ss : wardah ijo spf 50 basic aja si dan itu bikin kulitku jadi lebih bersih dan jadi jarang jerawatan juga,2,1,cleanser viva yg green tea fw hadalabo yg putih apatu namanya toner somebyme yg ijo ss wardah ijo spf basic aja si dan itu bikin kulitku jadi lebih bersih dan jadi jarang jerawatan juga,cleanser viva yg green tea fw hadalabo yg putih apatu namanya toner somebyme yg ijo ss wardah ijo spf basic aja si dan itu bikin kulitku jadi lebih bersih dan jadi jarang jerawatan juga,cleanser viva yang green tea fw hadalabo yang putih apatu namanya toner somebyme yang ijo ss wardah ijo spf basic saja sih dan itu bikin kulitku jadi lebih bersih dan jadi jarang jerawatan juga,"['cleanser', 'viva', 'yang', 'green', 'tea', 'fw', 'hadalabo', 'yang', 'putih', 'apatu', 'namanya', 'toner', 'somebyme', 'yang', 'ijo', 'ss', 'wardah', 'ijo', 'spf', 'basic', 'saja', 'sih', 'dan', 'itu', 'bikin', 'kulitku', 'jadi', 'lebih', 'bersih', 'dan', 'jadi', 'jarang', 'jerawatan', 'juga']","['cleanser', 'viva', 'green', 'tea', 'fw', 'hadalabo', 'putih', 'apatu', 'namanya', 'toner', 'somebyme', 'ijo', 'ss', 'wardah', 'ijo', 'spf', 'basic', 'sih', 'bikin', 'kulitku', 'bersih', 'jarang', 'jerawatan']",cleanser viva green tea fw hadalabo putih apatu nama toner somebyme ijo ss wardah ijo spf basic sih bikin kulit bersih jarang jerawat
,Tue Nov 25 07:38:34 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : cleansing oil skin1004 / facetology cleanser fw : skintific for acne exfo : viva pink/ implora toner : - serum / ampul : serum aboveboard moist : skintific for acne ss : omg ungu dr mukaku yg kusem+jerawatan+bekas jerawat item jd lumayan bersih cz still on progress,2,1,cleanser cleansing oil skin facetology cleanser fw skintific for acne exfo viva pink implora toner serum ampul serum aboveboard moist skintific for acne ss omg ungu dr mukaku yg kusem jerawatan bekas jerawat item jd lumayan bersih cz still on progress,cleanser cleansing oil skin facetology cleanser fw skintific for acne exfo viva pink implora toner serum ampul serum aboveboard moist skintific for acne ss omg ungu dr mukaku yg kusem jerawatan bekas jerawat item jd lumayan bersih cz still on progress,cleanser cleansing oil skin facetology cleanser fw skintific for acne exfo viva pink implora toner serum ampul serum aboveboard moist skintific for acne ss omg ungu dari mukaku yang kusam jerawatan bekas jerawat item jadi lumayan bersih cz still on progress,"['cleanser', 'cleansing', 'oil', 'skin', 'facetology', 'cleanser', 'fw', 'skintific', 'for', 'acne', 'exfo', 'viva', 'pink', 'implora', 'toner', 'serum', 'ampul', 'serum', 'aboveboard', 'moist', 'skintific', 'for', 'acne', 'ss', 'omg', 'ungu', 'dari', 'mukaku', 'yang', 'kusam', 'jerawatan', 'bekas', 'jerawat', 'item', 'jadi', 'lumayan', 'bersih', 'cz', 'still', 'on', 'progress']","['cleanser', 'cleansing', 'oil', 'skin', 'facetology', 'cleanser', 'fw', 'skintific', 'for', 'acne', 'exfo', 'viva', 'pink', 'implora', 'toner', 'serum', 'ampul', 'serum', 'aboveboard', 'moist', 'skintific', 'for', 'acne', 'ss', 'omg', 'ungu', 'mukaku', 'kusam', 'jerawatan', 'bekas', 'jerawat', 'item', 'lumayan', 'bersih', 'cz', 'still', 'on', 'progress']",cleanser cleansing oil skin facetology cleanser fw skintific for acne exfo viva pink implora toner serum ampul serum aboveboard moist skintific for acne ss omg ungu muka kusam jerawat bekas jerawat item lumayan bersih cz still on progress
,Tue Nov 25 06:51:01 +0000 2025,0,0,1,0,in,@tanyakanrl 1st cleanser : garnier (ni punya cowo gw wkwk) fw : scora exfo : - toner : - serum / ampul : avoskin moist : hadalabo ss : amaterasun,1,1,cleanser garnier ni punya cowo gw wkwk fw scora exfo toner serum ampul avoskin moist hadalabo ss amaterasun,cleanser garnier ni punya cowo gw wkwk fw scora exfo toner serum ampul avoskin moist hadalabo ss amaterasun,cleanser garnier nih punya cowok gue wkwk fw scora exfo toner serum ampul avoskin moist hadalabo ss amaterasun,"['cleanser', 'garnier', 'nih', 'punya', 'cowok', 'gue', 'wkwk', 'fw', 'scora', 'exfo', 'toner', 'serum', 'ampul', 'avoskin', 'moist', 'hadalabo', 'ss', 'amaterasun']","['cleanser', 'garnier', 'nih', 'cowok', 'gue', 'wkwk', 'fw', 'scora', 'exfo', 'toner', 'serum', 'ampul', 'avoskin', 'moist', 'hadalabo', 'ss', 'amaterasun']",cleanser garnier nih cowok gue wkwk fw scora exfo toner serum ampul avoskin moist hadalabo ss amaterasun
,Tue Nov 25 06:42:14 +0000 2025,0,0,0,0,in,cleanser: skin 1004 cleansing oil cleansing balm dear me beauty garnier micellar water rose (gantian) fw: brand jepang lupa namanya (beli di donki) exfo: elformula neogen pad toner: pyunkang serum/ampul : - moist : illiyoon ss : skin 1004 sebelumnya round lab,1,1,cleanser skin cleansing oil cleansing balm dear me beauty garnier micellar water rose gantian fw brand jepang lupa namanya beli di donki exfo elformula neogen pad toner pyunkang serum ampul moist illiyoon ss skin sebelumnya round lab,cleanser skin cleansing oil cleansing balm dear me beauty garnier micellar water rose gantian fw brand jepang lupa namanya beli di donki exfo elformula neogen pad toner pyunkang serum ampul moist illiyoon ss skin sebelumnya round lab,cleanser skin cleansing oil cleansing balm dear me beauty garnier micellar water rose gantian fw brand jepang lupa namanya beli di donki exfo elformula neogen pad toner pyunkang serum ampul moist illiyoon ss skin sebelumnya round lab,"['cleanser', 'skin', 'cleansing', 'oil', 'cleansing', 'balm', 'dear', 'me', 'beauty', 'garnier', 'micellar', 'water', 'rose', 'gantian', 'fw', 'brand', 'jepang', 'lupa', 'namanya', 'beli', 'di', 'donki', 'exfo', 'elformula', 'neogen', 'pad', 'toner', 'pyunkang', 'serum', 'ampul', 'moist', 'illiyoon', 'ss', 'skin', 'sebelumnya', 'round', 'lab']","['cleanser', 'skin', 'cleansing', 'oil', 'cleansing', 'balm', 'dear', 'me', 'beauty', 'garnier', 'micellar', 'water', 'rose', 'gantian', 'fw', 'brand', 'jepang', 'lupa', 'namanya', 'beli', 'donki', 'exfo', 'elformula', 'neogen', 'pad', 'toner', 'pyunkang', 'serum', 'ampul', 'moist', 'illiyoon', 'ss', 'skin', 'round', 'lab']",cleanser skin cleansing oil cleansing balm dear me beauty garnier micellar water rose ganti fw brand jepang lupa nama beli donki exfo elformula neogen pad toner pyunkang serum ampul moist illiyoon ss skin round lab
,Tue Nov 25 06:34:56 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : garnier kuning fw : senka putih exfo : g2g toner : hatamogi serum / ampul : skin 1oo4 pink moist : skin 1oo4 pink ss : amaterasun biru,1,1,cleanser garnier kuning fw senka putih exfo gg toner hatamogi serum ampul skin oo pink moist skin oo pink ss amaterasun biru,cleanser garnier kuning fw senka putih exfo gg toner hatamogi serum ampul skin oo pink moist skin oo pink ss amaterasun biru,cleanser garnier kuning fw senka putih exfo tidak toner hatamogi serum ampul skin oo pink moist skin oo pink ss amaterasun biru,"['cleanser', 'garnier', 'kuning', 'fw', 'senka', 'putih', 'exfo', 'tidak', 'toner', 'hatamogi', 'serum', 'ampul', 'skin', 'oo', 'pink', 'moist', 'skin', 'oo', 'pink', 'ss', 'amaterasun', 'biru']","['cleanser', 'garnier', 'kuning', 'fw', 'senka', 'putih', 'exfo', 'tidak', 'toner', 'hatamogi', 'serum', 'ampul', 'skin', 'oo', 'pink', 'moist', 'skin', 'oo', 'pink', 'ss', 'amaterasun', 'biru']",cleanser garnier kuning fw senka putih exfo tidak toner hatamogi serum ampul skin oo pink moist skin oo pink ss amaterasun biru
,Tue Nov 25 06:25:00 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : g2g fw : cosrx merah exfo : g2g toner : skintific serum / ampul : boj moist : g2g ungu ss : skinaqua putih,1,1,cleanser gg fw cosrx merah exfo gg toner skintific serum ampul boj moist gg ungu ss skinaqua putih,cleanser gg fw cosrx merah exfo gg toner skintific serum ampul boj moist gg ungu ss skinaqua putih,cleanser tidak fw cosrx merah exfo tidak toner skintific serum ampul boj moist tidak ungu ss skinaqua putih,"['cleanser', 'tidak', 'fw', 'cosrx', 'merah', 'exfo', 'tidak', 'toner', 'skintific', 'serum', 'ampul', 'boj', 'moist', 'tidak', 'ungu', 'ss', 'skinaqua', 'putih']","['cleanser', 'tidak', 'fw', 'cosrx', 'merah', 'exfo', 'tidak', 'toner', 'skintific', 'serum', 'ampul', 'boj', 'moist', 'tidak', 'ungu', 'ss', 'skinaqua', 'putih']",cleanser tidak fw cosrx merah exfo tidak toner skintific serum ampul boj moist tidak ungu ss skinaqua putih
,Tue Nov 25 06:21:13 +0000 2025,0,0,1,0,in,@tanyakanrl 1st cleanser : micellar garnier fw : pyun kang yul exfo : avoskin toner : pyun kang yul serum / ampul : avoskin moist : pyun kang yul ss : pyun kang yul alias pyun kang yul amazing,1,1,cleanser micellar garnier fw pyun kang yul exfo avoskin toner pyun kang yul serum ampul avoskin moist pyun kang yul ss pyun kang yul alias pyun kang yul amazing,cleanser micellar garnier fw pyun kang yul exfo avoskin toner pyun kang yul serum ampul avoskin moist pyun kang yul ss pyun kang yul alias pyun kang yul amazing,cleanser micellar garnier fw pyun kang yul exfo avoskin toner pyun kang yul serum ampul avoskin moist pyun kang yul ss pyun kang yul alias pyun kang yul amazing,"['cleanser', 'micellar', 'garnier', 'fw', 'pyun', 'kang', 'yul', 'exfo', 'avoskin', 'toner', 'pyun', 'kang', 'yul', 'serum', 'ampul', 'avoskin', 'moist', 'pyun', 'kang', 'yul', 'ss', 'pyun', 'kang', 'yul', 'alias', 'pyun', 'kang', 'yul', 'amazing']","['cleanser', 'micellar', 'garnier', 'fw', 'pyun', 'kang', 'yul', 'exfo', 'avoskin', 'toner', 'pyun', 'kang', 'yul', 'serum', 'ampul', 'avoskin', 'moist', 'pyun', 'kang', 'yul', 'ss', 'pyun', 'kang', 'yul', 'alias', 'pyun', 'kang', 'yul', 'amazing']",cleanser micellar garnier fw pyun kang yul exfo avoskin toner pyun kang yul serum ampul avoskin moist pyun kang yul ss pyun kang yul alias pyun kang yul amazing
,Tue Nov 25 06:19:09 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : viva milk fw : hadalabo exfo : hanasui toner : - serum / ampul : hanasui moist : hadalabo ss : skinaqua,1,1,cleanser viva milk fw hadalabo exfo hanasui toner serum ampul hanasui moist hadalabo ss skinaqua,cleanser viva milk fw hadalabo exfo hanasui toner serum ampul hanasui moist hadalabo ss skinaqua,cleanser viva milk fw hadalabo exfo hanasui toner serum ampul hanasui moist hadalabo ss skinaqua,"['cleanser', 'viva', 'milk', 'fw', 'hadalabo', 'exfo', 'hanasui', 'toner', 'serum', 'ampul', 'hanasui', 'moist', 'hadalabo', 'ss', 'skinaqua']","['cleanser', 'viva', 'milk', 'fw', 'hadalabo', 'exfo', 'hanasui', 'toner', 'serum', 'ampul', 'hanasui', 'moist', 'hadalabo', 'ss', 'skinaqua']",cleanser viva milk fw hadalabo exfo hanasui toner serum ampul hanasui moist hadalabo ss skinaqua
,Tue Nov 25 06:18:41 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser: viva milk cleanser green tea/ dulu pake micellar wardah yg ijo itu tapi sekarang pake npure dulu fw: mineral botanica yg pink exfo: - toner: jarang serum : pagi avoskin niacinamide 12% malam vit c hanasui moist : natrep aloevera ss : azarine hydrasoothe,1,1,cleanser viva milk cleanser green tea dulu pake micellar wardah yg ijo itu tapi sekarang pake npure dulu fw mineral botanica yg pink exfo toner jarang serum pagi avoskin niacinamide malam vit c hanasui moist natrep aloevera ss azarine hydrasoothe,cleanser viva milk cleanser green tea dulu pake micellar wardah yg ijo itu tapi sekarang pake npure dulu fw mineral botanica yg pink exfo toner jarang serum pagi avoskin niacinamide malam vit c hanasui moist natrep aloevera ss azarine hydrasoothe,cleanser viva milk cleanser green tea dulu pakai micellar wardah yang ijo itu tapi sekarang pakai npure dulu fw mineral botanica yang pink exfo toner jarang serum pagi avoskin niacinamide malam vit sih hanasui moist natrep aloevera ss azarine hydrasoothe,"['cleanser', 'viva', 'milk', 'cleanser', 'green', 'tea', 'dulu', 'pakai', 'micellar', 'wardah', 'yang', 'ijo', 'itu', 'tapi', 'sekarang', 'pakai', 'npure', 'dulu', 'fw', 'mineral', 'botanica', 'yang', 'pink', 'exfo', 'toner', 'jarang', 'serum', 'pagi', 'avoskin', 'niacinamide', 'malam', 'vit', 'sih', 'hanasui', 'moist', 'natrep', 'aloevera', 'ss', 'azarine', 'hydrasoothe']","['cleanser', 'viva', 'milk', 'cleanser', 'green', 'tea', 'pakai', 'micellar', 'wardah', 'ijo', 'pakai', 'npure', 'fw', 'mineral', 'botanica', 'pink', 'exfo', 'toner', 'jarang', 'serum', 'pagi', 'avoskin', 'niacinamide', 'malam', 'vit', 'sih', 'hanasui', 'moist', 'natrep', 'aloevera', 'ss', 'azarine', 'hydrasoothe']",cleanser viva milk cleanser green tea pakai micellar wardah ijo pakai npure fw mineral botanica pink exfo toner jarang serum pagi avoskin niacinamide malam vit sih hanasui moist natrep aloevera ss azarine hydrasoothe
,Tue Nov 25 06:14:15 +0000 2025,2,0,0,0,in,@tanyakanrl cleanser : viva cleansing cream fw : himalaya charcoal exfo : hanasui exfo serum kadang pake yg viva juga toner : natural rose water serum / ampul : skin1001 sama whitelab niacinamide moist : hale smooth like butter moist malem pake hale yang warna biru ss : emina yang oranye,1,1,cleanser viva cleansing cream fw himalaya charcoal exfo hanasui exfo serum kadang pake yg viva juga toner natural rose water serum ampul skin sama whitelab niacinamide moist hale smooth like butter moist malem pake hale yang warna biru ss emina yang oranye,cleanser viva cleansing cream fw himalaya charcoal exfo hanasui exfo serum kadang pake yg viva juga toner natural rose water serum ampul skin sama whitelab niacinamide moist hale smooth like butter moist malem pake hale yang warna biru ss emina yang oranye,cleanser viva cleansing cream fw himalaya charcoal exfo hanasui exfo serum kadang pakai yang viva juga toner natural rose water serum ampul skin sama whitelab niacinamide moist hale smooth like butter moist malam pakai hale yang warna biru ss emina yang oranye,"['cleanser', 'viva', 'cleansing', 'cream', 'fw', 'himalaya', 'charcoal', 'exfo', 'hanasui', 'exfo', 'serum', 'kadang', 'pakai', 'yang', 'viva', 'juga', 'toner', 'natural', 'rose', 'water', 'serum', 'ampul', 'skin', 'sama', 'whitelab', 'niacinamide', 'moist', 'hale', 'smooth', 'like', 'butter', 'moist', 'malam', 'pakai', 'hale', 'yang', 'warna', 'biru', 'ss', 'emina', 'yang', 'oranye']","['cleanser', 'viva', 'cleansing', 'cream', 'fw', 'himalaya', 'charcoal', 'exfo', 'hanasui', 'exfo', 'serum', 'kadang', 'pakai', 'viva', 'toner', 'natural', 'rose', 'water', 'serum', 'ampul', 'skin', 'whitelab', 'niacinamide', 'moist', 'hale', 'smooth', 'like', 'butter', 'moist', 'malam', 'pakai', 'hale', 'warna', 'biru', 'ss', 'emina', 'oranye']",cleanser viva cleansing cream fw himalaya charcoal exfo hanasui exfo serum kadang pakai viva toner natural rose water serum ampul skin whitelab niacinamide moist hale smooth like butter moist malam pakai hale warna biru ss emina oranye
,Tue Nov 25 06:11:44 +0000 2025,0,0,0,1,in,@tanyakanrl 1st cleanser : mw facetology/viva milk cleanser fw : tadinya marina tp dah habis skrg pakai sabun betadine itu exfo : toner autumn yang putih toner : - serum / ampul : the originote hyalu-c serum moist : the originote brightening moist ss : azarine oren + niacef,1,1,cleanser mw facetology viva milk cleanser fw tadinya marina tp dah habis skrg pakai sabun betadine itu exfo toner autumn yang putih toner serum ampul the originote hyalu c serum moist the originote brightening moist ss azarine oren niacef,cleanser mw facetology viva milk cleanser fw tadinya marina tp dah habis skrg pakai sabun betadine itu exfo toner autumn yang putih toner serum ampul the originote hyalu c serum moist the originote brightening moist ss azarine oren niacef,cleanser mau facetology viva milk cleanser fw tadinya marina tapi sudah habis sekarang pakai sabun betadine itu exfo toner autumn yang putih toner serum ampul the originote hyalu sih serum moist the originote brightening moist ss azarine oren niacef,"['cleanser', 'mau', 'facetology', 'viva', 'milk', 'cleanser', 'fw', 'tadinya', 'marina', 'tapi', 'sudah', 'habis', 'sekarang', 'pakai', 'sabun', 'betadine', 'itu', 'exfo', 'toner', 'autumn', 'yang', 'putih', 'toner', 'serum', 'ampul', 'the', 'originote', 'hyalu', 'sih', 'serum', 'moist', 'the', 'originote', 'brightening', 'moist', 'ss', 'azarine', 'oren', 'niacef']","['cleanser', 'facetology', 'viva', 'milk', 'cleanser', 'fw', 'marina', 'habis', 'pakai', 'sabun', 'betadine', 'exfo', 'toner', 'autumn', 'putih', 'toner', 'serum', 'ampul', 'the', 'originote', 'hyalu', 'sih', 'serum', 'moist', 'the', 'originote', 'brightening', 'moist', 'ss', 'azarine', 'oren', 'niacef']",cleanser facetology viva milk cleanser fw marina habis pakai sabun betadine exfo toner autumn putih toner serum ampul the originote hyalu sih serum moist the originote brightening moist ss azarine oren niacef
,Tue Nov 25 06:10:41 +0000 2025,0,0,0,0,in,@tanyakanrl sering banged ganti ganti tapi sekarang lagi pake ini 1st cleanser : garnier fw : cosrx exfo : cosrx toner : cosrx serum / ampul : skin1004 moist : skin1004 ss : amaterasun,1,1,sering banged ganti ganti tapi sekarang lagi pake ini cleanser garnier fw cosrx exfo cosrx toner cosrx serum ampul skin moist skin ss amaterasun,sering banged ganti ganti tapi sekarang lagi pake ini cleanser garnier fw cosrx exfo cosrx toner cosrx serum ampul skin moist skin ss amaterasun,sering banget ganti ganti tapi sekarang lagi pakai ini cleanser garnier fw cosrx exfo cosrx toner cosrx serum ampul skin moist skin ss amaterasun,"['sering', 'banget', 'ganti', 'ganti', 'tapi', 'sekarang', 'lagi', 'pakai', 'ini', 'cleanser', 'garnier', 'fw', 'cosrx', 'exfo', 'cosrx', 'toner', 'cosrx', 'serum', 'ampul', 'skin', 'moist', 'skin', 'ss', 'amaterasun']","['banget', 'ganti', 'ganti', 'pakai', 'cleanser', 'garnier', 'fw', 'cosrx', 'exfo', 'cosrx', 'toner', 'cosrx', 'serum', 'ampul', 'skin', 'moist', 'skin', 'ss', 'amaterasun']",banget ganti ganti pakai cleanser garnier fw cosrx exfo cosrx toner cosrx serum ampul skin moist skin ss amaterasun
,Tue Nov 25 06:10:26 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : viva bengkoang fw : y.o.u acne yg ijo exfo : - toner : viva bengkoang serum / ampul : - moist : g2g centella yg ijo ss : elformula mugwort tapi kayanya mau balik ke skinaqua lagi dah,1,1,cleanser viva bengkoang fw y o u acne yg ijo exfo toner viva bengkoang serum ampul moist gg centella yg ijo ss elformula mugwort tapi kayanya mau balik ke skinaqua lagi dah,cleanser viva bengkoang fw y o u acne yg ijo exfo toner viva bengkoang serum ampul moist gg centella yg ijo ss elformula mugwort tapi kayanya mau balik ke skinaqua lagi dah,cleanser viva bengkoang fw ya o lu acne yang ijo exfo toner viva bengkoang serum ampul moist tidak centella yang ijo ss elformula mugwort tapi kayanya mau balik ke skinaqua lagi sudah,"['cleanser', 'viva', 'bengkoang', 'fw', 'ya', 'o', 'lu', 'acne', 'yang', 'ijo', 'exfo', 'toner', 'viva', 'bengkoang', 'serum', 'ampul', 'moist', 'tidak', 'centella', 'yang', 'ijo', 'ss', 'elformula', 'mugwort', 'tapi', 'kayanya', 'mau', 'balik', 'ke', 'skinaqua', 'lagi', 'sudah']","['cleanser', 'viva', 'bengkoang', 'fw', 'ya', 'o', 'lu', 'acne', 'ijo', 'exfo', 'toner', 'viva', 'bengkoang', 'serum', 'ampul', 'moist', 'tidak', 'centella', 'ijo', 'ss', 'elformula', 'mugwort', 'kayanya', 'skinaqua']",cleanser viva bengkoang fw ya o lu acne ijo exfo toner viva bengkoang serum ampul moist tidak centella ijo ss elformula mugwort kaya skinaqua
,Tue Nov 25 06:07:20 +0000 2025,0,0,0,0,in,1st cleanser : wardah yg ada oil nya fw : wardah vit c/the face shop exfo : loreal yg pink ada blink blink toner : - serum / ampul : - moist : teratu ajah ss : npure glow ,1,1,cleanser wardah yg ada oil nya fw wardah vit c the face shop exfo loreal yg pink ada blink blink toner serum ampul moist teratu ajah ss npure glow,cleanser wardah yg ada oil nya fw wardah vit c the face shop exfo loreal yg pink ada blink blink toner serum ampul moist teratu ajah ss npure glow,cleanser wardah yang ada oil ya fw wardah vit sih the face shop exfo loreal yang pink ada blink blink toner serum ampul moist teratu saja ss npure glow,"['cleanser', 'wardah', 'yang', 'ada', 'oil', 'ya', 'fw', 'wardah', 'vit', 'sih', 'the', 'face', 'shop', 'exfo', 'loreal', 'yang', 'pink', 'ada', 'blink', 'blink', 'toner', 'serum', 'ampul', 'moist', 'teratu', 'saja', 'ss', 'npure', 'glow']","['cleanser', 'wardah', 'oil', 'ya', 'fw', 'wardah', 'vit', 'sih', 'the', 'face', 'shop', 'exfo', 'loreal', 'pink', 'blink', 'blink', 'toner', 'serum', 'ampul', 'moist', 'teratu', 'ss', 'npure', 'glow']",cleanser wardah oil ya fw wardah vit sih the face shop exfo loreal pink blink blink toner serum ampul moist teratu ss npure glow
,Tue Nov 25 06:01:25 +0000 2025,0,0,0,0,in,@tanyakanrl 1st cleanser : garnier kuning tp suka ganti2 fw : originote tp ganti2 juga exfo : autumn tp baru beli skintific exfo pads toner : wardah biru serum / ampul : skintific 377 moist : erha tapi ganti2 ss : emina orange,1,1,cleanser garnier kuning tp suka ganti fw originote tp ganti juga exfo autumn tp baru beli skintific exfo pads toner wardah biru serum ampul skintific moist erha tapi ganti ss emina orange,cleanser garnier kuning tp suka ganti fw originote tp ganti juga exfo autumn tp baru beli skintific exfo pads toner wardah biru serum ampul skintific moist erha tapi ganti ss emina orange,cleanser garnier kuning tapi suka ganti fw originote tapi ganti juga exfo autumn tapi baru beli skintific exfo pads toner wardah biru serum ampul skintific moist erha tapi ganti ss emina orange,"['cleanser', 'garnier', 'kuning', 'tapi', 'suka', 'ganti', 'fw', 'originote', 'tapi', 'ganti', 'juga', 'exfo', 'autumn', 'tapi', 'baru', 'beli', 'skintific', 'exfo', 'pads', 'toner', 'wardah', 'biru', 'serum', 'ampul', 'skintific', 'moist', 'erha', 'tapi', 'ganti', 'ss', 'emina', 'orange']","['cleanser', 'garnier', 'kuning', 'suka', 'ganti', 'fw', 'originote', 'ganti', 'exfo', 'autumn', 'beli', 'skintific', 'exfo', 'pads', 'toner', 'wardah', 'biru', 'serum', 'ampul', 'skintific', 'moist', 'erha', 'ganti', 'ss', 'emina', 'orange']",cleanser garnier kuning suka ganti fw originote ganti exfo autumn beli skintific exfo pads toner wardah biru serum ampul skintific moist erha ganti ss emina orange
